EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
364,38,Female,HR,Married,Analyst,Analyst,Rarely,4,High School,3,62,4,5,4,4,No,17,1,7,4,2,7,7,9,1,Yes,3
365,38,Female,Finance,Single,Sales Rep,Sales Rep,Frequently,22,College,4,73,3,3,1,3,Yes,17,5,1,1,2,1,1,6,10,No,2
366,37,Female,Other,Married,Analyst,Data Analyst,Rarely,29,High School,1,25,4,3,2,2,No,19,5,8,2,5,8,8,0,4,No,3
367,43,Female,Marketing,Single,Manager,Manager,Occasionally,5,Bachelor,3,76,2,3,2,2,No,15,5,12,0,3,12,12,3,7,No,5
368,45,Female,Technical,Married,Analyst,Data Analyst,Frequently,1,Master,2,36,4,4,3,7,Yes,23,5,4,1,2,4,4,4,4,Yes,4
369,31,Male,Finance,Married,Manager,Manager,Rarely,18,High School,4,49,3,3,4,0,Yes,25,4,7,3,3,7,7,2,8,No,4
370,31,Male,Technical,Divorced,Engineer,Engineer,Occasionally,9,College,1,37,2,2,5,7,No,23,1,8,4,2,8,8,4,1,No,3
371,25,Male,Other,Single,Sales Rep,Sales Rep,Occasionally,10,Bachelor,2,64,2,4,1,1,Yes,16,3,1,4,5,1,1,7,8,Yes,3
372,31,Female,Marketing,Married,Engineer,Engineer,Frequently,3,High School,4,77,4,2,5,5,Yes,24,3,3,0,4,3,3,5,5,No,4
373,39,Male,Marketing,Married,Engineer,Developer,Frequently,19,College,2,36,2,2,5,2,Yes,16,4,9,5,4,9,9,3,3,Yes,3
374,57,Male,Other,Single,Marketer,Marketer,Frequently,10,College,3,71,2,3,5,7,Yes,22,5,1,1,3,1,1,1,6,No,3
375,30,Male,Technical,Married,Marketer,Marketer,Occasionally,27,Bachelor,1,32,4,2,3,7,Yes,22,4,2,3,4,2,2,9,1,No,3
376,36,Male,Finance,Divorced,Sales Rep,Sales Rep,Occasionally,24,Doctor,3,71,4,3,2,0,No,17,2,2,5,5,2,2,9,8,Yes,2
377,25,Male,Other,Single,Sales Rep,Sales Rep,Rarely,5,Bachelor,3,29,3,2,5,4,No,10,1,3,4,3,3,3,1,10,No,3
378,31,Female,Finance,Single,Analyst,Analyst,Rarely,27,Doctor,5,66,3,4,1,7,Yes,12,1,5,1,3,5,5,3,7,Yes,3
379,55,Female,Other,Single,Sales Rep,Sales Rep,Frequently,3,Master,1,80,1,4,1,7,Yes,15,3,3,4,1,3,3,2,10,No,2
380,33,Male,HR,Single,Marketer,Marketer,Occasionally,14,College,2,65,2,3,5,5,No,21,3,2,4,1,2,2,0,9,No,4
381,25,Male,HR,Divorced,Manager,Manager,Occasionally,11,College,2,30,2,4,5,8,Yes,13,5,17,5,4,17,17,2,7,Yes,4
382,38,Male,Other,Divorced,Analyst,Data Analyst,Rarely,25,Doctor,2,34,2,5,2,1,Yes,14,5,3,4,1,3,3,6,2,No,5
383,33,Male,Other,Divorced,Manager,Team Leader,Frequently,23,High School,3,60,4,2,4,0,No,14,5,14,4,2,14,14,9,9,No,4
384,26,Female,Finance,Divorced,Manager,Manager,Rarely,14,High School,5,29,4,3,4,4,No,15,2,7,5,5,7,7,5,2,Yes,5
385,36,Female,HR,Married,Analyst,Analyst,Occasionally,7,College,1,23,2,3,4,8,Yes,25,5,3,1,5,3,3,0,5,Yes,5
386,46,Female,Technical,Married,Sales Rep,Sales Rep,Occasionally,22,Doctor,2,77,4,5,5,4,Yes,13,1,5,0,3,5,5,6,4,No,2
387,52,Male,Technical,Divorced,Manager,Manager,Frequently,10,Bachelor,3,23,4,1,1,7,Yes,15,5,6,1,3,6,6,7,9,No,4
388,28,Female,Finance,Married,Sales Rep,Sales Manager,Rarely,6,High School,2,77,1,3,1,7,Yes,12,5,4,4,4,4,4,6,5,No,2
389,60,Male,Technical,Single,Sales Rep,Sales Rep,Frequently,22,Bachelor,3,48,4,3,4,5,Yes,22,3,3,4,5,3,3,8,7,No,2
390,46,Male,Finance,Married,Marketer,Marketing Manager,Occasionally,20,High School,5,73,3,1,1,6,No,16,3,6,0,2,6,6,0,7,Yes,4
391,25,Male,Finance,Married,Analyst,Analyst,Occasionally,29,Bachelor,1,73,1,5,1,6,No,16,2,2,5,2,2,2,7,1,No,5
392,54,Female,Other,Married,Analyst,Analyst,Rarely,16,High School,2,25,2,5,1,6,Yes,21,4,6,0,2,6,6,8,1,Yes,4
393,53,Female,Marketing,Single,Manager,Manager,Occasionally,26,College,4,46,4,4,2,0,Yes,15,2,15,0,3,15,15,9,5,No,4
394,38,Female,Finance,Divorced,Analyst,Data Analyst,Rarely,23,Doctor,2,31,2,5,3,0,No,16,2,5,0,2,5,5,6,10,No,5
395,36,Male,Other,Divorced,Manager,Team Leader,Occasionally,19,College,3,56,1,1,5,7,No,19,1,9,1,4,9,9,2,1,No,5
396,50,Male,Finance,Single,Manager,Team Leader,Frequently,30,College,4,20,1,1,3,4,Yes,10,5,5,0,3,5,5,1,5,No,5
397,56,Female,HR,Single,Analyst,Data Analyst,Frequently,28,Master,2,80,2,2,1,6,Yes,11,2,5,5,5,5,5,10,2,No,5
398,26,Female,Marketing,Married,Sales Rep,Sales Rep,Rarely,12,High School,2,33,1,5,3,8,Yes,12,1,3,3,3,3,3,10,7,Yes,3
399,52,Female,Marketing,Divorced,Analyst,Data Analyst,Occasionally,15,Master,5,36,4,2,2,5,No,20,2,5,1,3,5,5,9,9,No,4
400,29,Male,Finance,Divorced,Marketer,Marketing Manager,Occasionally,22,College,2,75,2,5,1,4,Yes,24,5,7,1,1,7,7,8,2,Yes,3
401,60,Male,Technical,Single,Analyst,Analyst,Frequently,24,Bachelor,5,80,4,2,3,0,Yes,17,1,6,3,2,6,6,3,10,Yes,5
402,35,Male,Finance,Single,Sales Rep,Sales Rep,Rarely,20,Bachelor,2,31,1,1,3,1,Yes,24,4,3,4,4,3,3,3,2,Yes,2
403,56,Male,Marketing,Divorced,Analyst,Data Analyst,Rarely,22,High School,4,48,3,4,5,8,No,19,3,2,3,3,2,2,3,10,Yes,5
404,46,Female,HR,Single,Marketer,Marketer,Frequently,8,Master,5,30,1,1,1,5,No,18,2,5,3,4,5,5,10,9,Yes,3
405,40,Male,Technical,Divorced,Marketer,Marketer,Rarely,27,Bachelor,3,20,4,2,4,1,Yes,20,2,2,0,3,2,2,4,3,No,2
406,36,Male,Technical,Married,Engineer,Developer,Rarely,7,Doctor,1,59,1,5,5,0,No,18,5,5,5,5,5,5,3,1,Yes,4
407,36,Female,Other,Married,Marketer,Marketer,Frequently,5,Bachelor,2,20,3,3,5,6,Yes,19,3,3,3,1,3,3,6,6,No,2
408,32,Female,Finance,Married,Marketer,Marketing Manager,Rarely,26,High School,1,74,1,3,1,1,Yes,21,1,6,3,2,6,6,6,3,No,2
409,23,Male,Other,Single,Sales Rep,Sales Manager,Occasionally,29,Master,4,67,1,1,2,5,Yes,21,1,4,1,4,4,4,4,7,No,3
410,47,Male,HR,Divorced,Sales Rep,Sales Manager,Rarely,16,Master,3,49,1,4,5,6,Yes,23,4,2,0,1,2,2,9,3,No,2
411,56,Male,Finance,Single,Marketer,Marketer,Rarely,29,Master,1,34,2,5,4,6,Yes,15,4,6,4,4,6,6,7,8,Yes,2
412,39,Female,HR,Married,Analyst,Analyst,Frequently,5,High School,5,70,1,2,1,3,No,15,3,8,5,1,8,8,2,3,No,4
413,52,Female,Technical,Married,Engineer,Developer,Frequently,30,Doctor,4,57,4,1,1,3,Yes,22,2,8,3,2,8,8,0,6,No,3
414,50,Male,Technical,Married,Sales Rep,Sales Rep,Occasionally,26,College,1,58,3,1,1,5,Yes,22,1,4,2,5,4,4,8,5,Yes,3
415,44,Male,Finance,Single,Sales Rep,Sales Rep,Occasionally,30,College,1,79,1,4,5,1,Yes,22,3,5,2,2,5,5,7,5,Yes,3
416,29,Male,Technical,Single,Engineer,Engineer,Rarely,30,Bachelor,3,26,1,3,2,7,Yes,23,5,10,2,3,10,10,2,2,Yes,4
417,29,Female,Other,Married,Marketer,Marketing Manager,Frequently,11,High School,2,52,3,5,5,7,No,17,1,1,2,3,1,1,5,8,No,4
418,29,Female,Finance,Divorced,Sales Rep,Sales Manager,Rarely,11,College,2,64,4,2,1,2,Yes,17,1,1,2,4,1,1,6,4,Yes,2
419,54,Female,Other,Married,Engineer,Developer,Occasionally,29,Doctor,4,33,4,5,3,7,Yes,13,5,4,0,1,4,4,1,2,Yes,3
420,29,Female,Finance,Married,Analyst,Analyst,Occasionally,13,Doctor,3,48,4,3,2,6,Yes,17,2,8,3,4,8,8,0,2,Yes,4
421,57,Female,HR,Married,Marketer,Marketer,Frequently,9,High School,2,43,1,1,2,8,No,20,1,4,1,4,4,4,6,6,Yes,2
422,56,Male,Finance,Divorced,Manager,Manager,Frequently,18,Doctor,2,59,1,4,2,7,Yes,18,1,14,5,1,14,14,10,6,Yes,4
423,54,Female,Other,Single,Engineer,Engineer,Rarely,22,Doctor,1,74,2,3,5,1,Yes,18,2,5,5,2,5,5,7,7,No,3
424,26,Male,Technical,Married,Engineer,Engineer,Frequently,25,High School,5,23,4,5,2,6,No,19,5,2,4,5,2,2,1,5,No,3
425,57,Female,Other,Single,Sales Rep,Sales Rep,Frequently,3,Master,5,70,3,5,3,8,Yes,15,4,4,5,2,4,4,1,1,Yes,2
426,58,Female,Finance,Divorced,Sales Rep,Sales Manager,Occasionally,30,High School,3,79,3,2,1,3,Yes,21,3,2,2,4,2,2,7,4,Yes,3
427,28,Female,Marketing,Single,Sales Rep,Sales Rep,Frequently,6,Master,1,79,3,3,4,5,No,25,3,5,1,2,5,5,8,10,No,3
428,44,Male,Finance,Single,Manager,Team Leader,Rarely,18,Doctor,3,57,3,2,2,0,No,24,1,7,4,3,7,7,10,9,Yes,5
429,53,Male,Finance,Married,Sales Rep,Sales Manager,Frequently,12,College,4,73,3,5,3,8,Yes,25,1,2,0,5,2,2,8,10,Yes,3
430,35,Female,Marketing,Divorced,Sales Rep,Sales Manager,Frequently,2,Master,3,44,3,5,1,7,Yes,25,5,4,4,1,4,4,9,9,Yes,3
431,33,Male,HR,Married,Sales Rep,Sales Rep,Frequently,3,Doctor,4,64,3,3,2,2,Yes,12,2,1,1,4,1,1,2,5,No,2
432,22,Male,HR,Divorced,Marketer,Marketing Manager,Occasionally,7,College,5,62,3,5,1,3,Yes,12,4,4,5,4,4,4,3,7,Yes,2
433,54,Male,Marketing,Single,Analyst,Data Analyst,Rarely,16,High School,4,42,2,2,4,7,No,13,2,6,5,2,6,6,5,4,Yes,4
434,22,Female,HR,Divorced,Sales Rep,Sales Manager,Occasionally,7,Doctor,5,34,1,5,4,2,Yes,16,1,5,3,5,5,5,7,1,Yes,2
435,33,Male,Technical,Married,Sales Rep,Sales Manager,Occasionally,28,High School,3,44,2,4,5,5,No,14,4,1,0,4,1,1,2,5,No,3
436,28,Male,HR,Married,Analyst,Data Analyst,Rarely,18,Master,4,76,4,5,5,7,No,18,2,5,2,4,5,5,9,6,Yes,5
437,53,Male,Marketing,Single,Manager,Manager,Frequently,23,Doctor,1,63,2,4,2,3,No,16,3,5,3,2,5,5,3,7,No,5
438,33,Male,Other,Divorced,Engineer,Developer,Occasionally,24,Bachelor,5,53,3,4,5,0,Yes,22,3,8,1,2,8,8,6,1,Yes,4
439,52,Male,Other,Single,Sales Rep,Sales Rep,Occasionally,14,Bachelor,1,78,4,5,2,1,No,25,4,2,5,3,2,2,9,8,No,3
440,54,Male,HR,Single,Marketer,Marketing Manager,Frequently,29,Master,4,32,1,4,3,8,No,16,1,6,4,2,6,6,9,8,Yes,3
441,22,Male,HR,Single,Engineer,Engineer,Rarely,23,High School,5,48,2,5,2,8,Yes,21,5,3,3,2,3,3,10,8,No,3
442,25,Male,HR,Divorced,Marketer,Marketer,Rarely,27,Doctor,4,58,1,5,3,7,Yes,22,4,1,2,1,1,1,2,10,No,4
443,27,Male,Marketing,Divorced,Sales Rep,Sales Manager,Rarely,17,College,2,37,1,2,4,4,Yes,10,4,4,1,3,4,4,3,9,No,3
444,24,Female,Finance,Married,Marketer,Marketer,Occasionally,30,College,1,22,1,2,1,0,Yes,19,3,5,3,5,5,5,3,8,No,2
445,54,Male,HR,Single,Analyst,Data Analyst,Rarely,6,High School,4,41,3,2,1,1,No,10,3,7,3,3,7,7,5,2,Yes,5
446,60,Male,Finance,Single,Manager,Team Leader,Rarely,24,High School,3,54,3,4,2,3,Yes,15,3,8,4,5,8,8,7,4,No,5
447,24,Female,Other,Married,Marketer,Marketer,Frequently,28,Doctor,1,60,4,4,4,5,No,15,1,6,0,5,6,6,0,7,No,2
448,50,Female,HR,Single,Manager,Manager,Rarely,24,High School,1,26,4,4,1,2,No,17,5,19,4,3,19,19,7,3,Yes,4
449,29,Female,Marketing,Married,Manager,Team Leader,Occasionally,5,Doctor,3,53,3,4,1,8,Yes,16,1,19,2,3,19,19,6,8,Yes,5
450,37,Male,HR,Single,Manager,Team Leader,Occasionally,28,Master,3,43,2,1,5,7,No,16,2,13,2,1,13,13,4,8,No,4
451,53,Male,Finance,Married,Sales Rep,Sales Manager,Frequently,23,Master,4,21,2,1,3,7,Yes,24,2,5,1,3,5,5,7,4,No,2
452,22,Male,Finance,Divorced,Sales Rep,Sales Rep,Frequently,6,College,5,30,3,2,2,8,Yes,23,4,5,4,4,5,5,8,9,Yes,3
453,60,Female,HR,Divorced,Analyst,Data Analyst,Occasionally,21,Doctor,3,41,3,4,3,0,No,23,5,2,1,1,2,2,3,4,No,5
454,24,Male,HR,Single,Sales Rep,Sales Rep,Occasionally,21,High School,3,58,2,4,5,8,No,17,2,2,5,2,2,2,7,5,No,3
455,22,Female,Marketing,Married,Manager,Team Leader,Frequently,4,Doctor,5,44,1,2,4,8,No,16,1,12,2,3,12,12,4,10,No,5
456,41,Male,Other,Single,Sales Rep,Sales Rep,Occasionally,16,College,5,49,1,5,2,0,Yes,23,1,1,2,5,1,1,10,9,Yes,2
457,24,Female,Finance,Single,Analyst,Analyst,Frequently,3,Bachelor,1,64,3,4,5,5,No,16,5,8,4,2,8,8,0,7,No,5
458,27,Male,Other,Married,Engineer,Developer,Frequently,6,Master,1,40,3,5,4,4,Yes,17,5,4,5,3,4,4,5,5,No,4
459,44,Male,HR,Single,Manager,Manager,Occasionally,28,College,5,80,3,2,3,6,Yes,24,1,6,3,2,6,6,9,5,No,5
460,22,Male,Technical,Single,Engineer,Engineer,Occasionally,13,Bachelor,2,69,2,5,4,2,No,16,4,9,4,3,9,9,0,3,No,3
461,45,Male,Technical,Married,Sales Rep,Sales Rep,Rarely,4,Master,3,35,1,5,2,5,Yes,18,3,5,4,4,5,5,6,7,Yes,2
462,41,Female,Technical,Married,Manager,Manager,Frequently,12,Bachelor,5,65,4,1,1,8,No,10,5,18,3,5,18,18,3,8,Yes,5
463,50,Female,Marketing,Divorced,Manager,Team Leader,Rarely,17,Bachelor,1,78,4,2,3,5,No,24,3,5,0,2,5,5,2,7,Yes,4
464,44,Female,Technical,Married,Analyst,Data Analyst,Frequently,9,Bachelor,3,22,1,3,5,5,No,22,2,4,3,1,4,4,3,7,Yes,4
465,54,Male,HR,Married,Analyst,Analyst,Occasionally,1,Doctor,3,59,3,5,1,5,No,22,5,3,4,5,3,3,6,3,No,3
466,53,Female,HR,Married,Engineer,Developer,Occasionally,27,Bachelor,3,38,1,2,5,0,No,11,4,6,4,2,6,6,3,2,Yes,4
467,60,Female,Finance,Divorced,Engineer,Engineer,Frequently,10,High School,4,42,4,1,5,5,No,10,3,7,4,4,7,7,0,5,No,3
468,48,Male,Other,Married,Sales Rep,Sales Manager,Rarely,26,High School,1,46,2,5,2,7,No,16,3,2,2,5,2,2,8,3,No,3
469,40,Male,Technical,Single,Analyst,Analyst,Rarely,20,Bachelor,4,37,2,4,5,5,Yes,21,3,2,1,4,2,2,3,2,Yes,4
470,54,Female,Finance,Divorced,Engineer,Developer,Rarely,28,Bachelor,4,78,2,3,4,2,No,16,1,3,5,3,3,3,4,8,Yes,4
471,49,Female,HR,Single,Engineer,Developer,Rarely,17,Master,3,66,1,5,2,2,No,19,3,3,4,1,3,3,8,6,Yes,4
472,57,Female,Technical,Single,Engineer,Developer,Rarely,2,Master,2,50,4,5,4,6,Yes,23,1,4,5,1,4,4,1,6,No,3
473,50,Female,HR,Single,Engineer,Developer,Rarely,23,College,3,53,2,3,2,0,No,19,2,7,3,5,7,7,2,9,Yes,4
474,31,Male,HR,Single,Engineer,Developer,Frequently,13,College,3,73,3,4,4,5,No,24,1,10,5,3,10,10,2,3,No,4
475,41,Female,Other,Single,Engineer,Engineer,Rarely,29,Doctor,5,32,2,1,4,8,Yes,10,5,9,2,5,9,9,7,3,Yes,3
476,40,Male,Marketing,Divorced,Marketer,Marketing Manager,Occasionally,8,College,2,73,3,5,3,8,Yes,24,4,4,4,4,4,4,0,1,No,4
477,29,Male,HR,Single,Manager,Manager,Frequently,24,High School,5,46,1,5,2,6,Yes,10,2,6,3,3,6,6,4,9,Yes,5
478,47,Female,Technical,Married,Analyst,Analyst,Frequently,3,College,1,64,1,3,3,1,Yes,15,5,4,3,5,4,4,5,6,Yes,4
479,45,Female,Technical,Divorced,Analyst,Data Analyst,Rarely,2,Doctor,1,35,3,5,2,5,No,22,1,8,0,2,8,8,0,5,No,4
480,42,Female,Other,Single,Engineer,Engineer,Frequently,7,Master,3,60,1,4,4,7,No,14,1,2,4,5,2,2,4,4,No,3
481,46,Female,Technical,Single,Sales Rep,Sales Manager,Rarely,30,Bachelor,3,43,1,3,5,8,No,13,2,1,2,4,1,1,9,5,Yes,3
482,45,Female,Finance,Divorced,Engineer,Engineer,Occasionally,18,Bachelor,2,77,1,4,2,2,Yes,19,5,6,1,4,6,6,3,6,No,3
483,45,Male,Technical,Married,Marketer,Marketing Manager,Occasionally,12,Doctor,5,79,4,3,1,4,No,23,5,6,5,2,6,6,3,10,Yes,4
484,57,Male,HR,Married,Sales Rep,Sales Manager,Rarely,8,Master,5,58,2,5,5,8,No,20,1,2,5,3,2,2,9,4,Yes,2
485,55,Female,Marketing,Married,Manager,Manager,Rarely,30,Doctor,4,65,3,2,1,7,No,22,5,16,2,5,16,16,2,8,No,5
486,40,Male,Other,Married,Marketer,Marketer,Rarely,5,Master,5,67,2,2,5,5,Yes,24,5,5,0,2,5,5,4,10,Yes,2
487,35,Female,HR,Divorced,Marketer,Marketer,Frequently,14,Bachelor,5,75,3,4,3,8,No,13,4,7,2,4,7,7,4,8,No,2
488,25,Male,Other,Divorced,Sales Rep,Sales Rep,Rarely,14,High School,3,32,4,1,2,8,No,17,5,5,5,5,5,5,5,5,Yes,2
489,39,Male,Finance,Single,Sales Rep,Sales Rep,Rarely,8,Doctor,3,69,1,2,2,3,Yes,19,4,5,5,1,5,5,3,4,No,3
490,22,Male,HR,Single,Analyst,Data Analyst,Frequently,12,Bachelor,1,43,1,5,2,4,Yes,13,4,6,3,1,6,6,8,1,Yes,5
491,26,Female,Other,Married,Sales Rep,Sales Manager,Frequently,28,High School,2,26,4,2,5,1,Yes,15,3,1,3,5,1,1,3,2,Yes,3
492,42,Male,Marketing,Married,Sales Rep,Sales Rep,Frequently,5,College,3,59,4,2,4,6,Yes,21,4,2,3,1,2,2,4,2,No,3
493,26,Male,Finance,Married,Analyst,Analyst,Rarely,13,Doctor,3,42,4,5,2,5,Yes,13,2,8,1,1,8,8,8,6,No,4
494,23,Female,Technical,Single,Engineer,Engineer,Occasionally,13,Bachelor,4,35,2,1,4,6,No,24,3,5,3,2,5,5,5,8,Yes,4
495,28,Female,Technical,Divorced,Manager,Team Leader,Rarely,16,Master,4,41,3,5,5,3,No,20,4,18,4,1,18,18,2,4,No,5
496,51,Male,Finance,Divorced,Marketer,Marketer,Occasionally,10,Bachelor,4,22,1,2,4,3,No,17,3,7,3,2,7,7,9,10,Yes,4
497,60,Female,Finance,Divorced,Marketer,Marketing Manager,Frequently,29,Doctor,1,49,4,4,4,2,No,19,1,1,3,2,1,1,10,5,No,2
498,54,Male,Technical,Married,Marketer,Marketing Manager,Rarely,20,Bachelor,3,22,2,1,2,3,No,10,4,7,3,4,7,7,10,2,Yes,4
499,57,Female,Marketing,Single,Marketer,Marketing Manager,Occasionally,14,High School,3,80,3,1,4,1,No,20,3,4,0,2,4,4,9,9,Yes,2
500,29,Male,Finance,Single,Sales Rep,Sales Rep,Rarely,24,Master,4,71,1,4,2,7,No,12,5,4,3,4,4,4,1,9,Yes,3
501,59,Female,Other,Divorced,Engineer,Engineer,Rarely,26,Bachelor,1,69,4,3,5,4,No,25,1,10,1,2,10,10,3,4,No,4
502,54,Male,Finance,Married,Manager,Manager,Frequently,23,Bachelor,1,65,1,1,3,0,No,18,1,5,3,4,5,5,2,1,Yes,4
503,56,Female,Other,Divorced,Manager,Manager,Occasionally,23,Doctor,4,63,2,2,1,6,No,22,2,16,3,2,16,16,10,3,Yes,5
504,26,Female,Marketing,Married,Manager,Team Leader,Occasionally,23,College,4,23,2,5,1,1,Yes,19,3,16,4,5,16,16,10,6,Yes,5
505,29,Female,Technical,Married,Marketer,Marketing Manager,Frequently,4,High School,1,38,1,5,3,8,Yes,13,2,1,1,3,1,1,10,3,Yes,2
506,33,Female,Technical,Married,Marketer,Marketing Manager,Rarely,3,Master,1,25,1,2,1,4,Yes,17,4,7,0,5,7,7,4,8,No,4
507,33,Male,Finance,Married,Engineer,Engineer,Frequently,19,College,2,21,4,3,3,2,No,15,4,9,1,5,9,9,0,9,No,3
508,39,Male,Technical,Divorced,Analyst,Data Analyst,Frequently,21,Doctor,5,25,3,4,5,7,Yes,14,3,3,5,5,3,3,2,9,No,4
509,28,Male,Technical,Married,Analyst,Analyst,Rarely,8,Master,4,21,3,2,5,3,No,24,1,7,2,3,7,7,0,9,No,5
510,44,Female,Finance,Married,Marketer,Marketing Manager,Occasionally,25,Master,3,54,1,2,4,1,Yes,10,5,7,3,2,7,7,1,7,Yes,3
511,59,Male,Other,Divorced,Sales Rep,Sales Manager,Rarely,23,Doctor,2,26,3,5,5,4,Yes,16,4,1,3,1,1,1,0,6,No,3
512,52,Male,Technical,Single,Analyst,Analyst,Frequently,25,Doctor,5,77,4,1,2,5,Yes,25,1,8,2,1,8,8,4,9,Yes,3
513,39,Male,Other,Divorced,Engineer,Engineer,Frequently,19,High School,5,55,3,3,1,5,Yes,23,4,3,3,5,3,3,10,5,No,4
514,46,Male,Other,Single,Sales Rep,Sales Rep,Frequently,7,Bachelor,1,49,2,3,3,8,Yes,21,5,1,3,1,1,1,4,3,Yes,2
515,41,Male,HR,Single,Analyst,Data Analyst,Frequently,24,College,2,75,2,2,1,6,No,22,1,3,2,4,3,3,3,9,Yes,5
516,35,Male,HR,Married,Engineer,Engineer,Rarely,30,Master,3,72,1,2,3,6,No,17,4,9,0,1,9,9,0,4,No,4
517,44,Female,Technical,Single,Engineer,Developer,Rarely,27,High School,1,65,3,3,1,1,No,24,2,2,3,1,2,2,3,4,No,3
518,39,Male,Finance,Single,Sales Rep,Sales Rep,Occasionally,17,College,1,63,3,4,3,5,Yes,16,4,4,4,5,4,4,10,1,Yes,3
519,46,Male,Marketing,Single,Manager,Manager,Frequently,28,Master,3,38,4,4,4,7,Yes,17,3,14,1,5,14,14,1,10,Yes,4
520,26,Female,Technical,Married,Manager,Team Leader,Rarely,3,Doctor,5,62,2,4,5,3,Yes,16,2,16,4,3,16,16,9,8,Yes,5
521,29,Female,HR,Divorced,Analyst,Analyst,Occasionally,15,College,1,30,2,3,5,6,Yes,18,3,8,4,2,8,8,0,2,Yes,3
522,41,Female,Marketing,Single,Marketer,Marketer,Frequently,22,High School,1,54,1,4,5,6,Yes,14,3,7,5,4,7,7,3,8,Yes,3
523,41,Female,HR,Married,Engineer,Developer,Rarely,5,High School,3,63,1,5,5,8,Yes,17,3,8,4,2,8,8,10,5,No,4
524,50,Male,HR,Divorced,Analyst,Data Analyst,Frequently,12,College,3,48,3,1,3,3,No,20,2,8,1,1,8,8,10,8,Yes,5
525,25,Female,Other,Married,Analyst,Data Analyst,Rarely,15,High School,5,20,1,1,4,1,No,25,1,2,3,1,2,2,1,9,Yes,4
526,38,Female,Finance,Divorced,Manager,Team Leader,Rarely,27,College,2,62,2,5,3,0,No,21,5,13,5,4,13,13,2,6,No,5
527,30,Female,Technical,Single,Sales Rep,Sales Rep,Frequently,7,Bachelor,2,72,2,1,4,8,No,20,2,5,5,1,5,5,10,1,No,3
528,47,Female,Technical,Divorced,Analyst,Analyst,Frequently,19,High School,5,29,2,5,1,3,No,16,5,4,2,1,4,4,5,5,No,4
529,53,Male,HR,Divorced,Analyst,Data Analyst,Frequently,18,College,3,74,3,1,3,7,No,19,2,2,2,1,2,2,5,4,Yes,5
530,34,Male,Other,Divorced,Analyst,Data Analyst,Occasionally,24,College,3,31,3,5,3,0,Yes,13,2,7,1,2,7,7,7,6,No,4
531,27,Male,Technical,Married,Marketer,Marketing Manager,Occasionally,20,Bachelor,4,51,4,1,4,4,Yes,24,4,2,0,3,2,2,7,10,No,4
532,31,Male,Marketing,Married,Analyst,Data Analyst,Occasionally,26,Doctor,1,63,3,2,1,2,No,20,1,5,2,4,5,5,10,4,Yes,4
533,41,Female,Other,Single,Marketer,Marketing Manager,Rarely,7,College,1,53,1,1,5,4,No,16,4,1,3,1,1,1,9,4,Yes,3
534,23,Female,Other,Single,Sales Rep,Sales Manager,Frequently,2,Bachelor,4,44,4,2,2,3,No,22,1,5,4,2,5,5,4,5,No,2
535,49,Female,Finance,Divorced,Sales Rep,Sales Manager,Occasionally,17,Bachelor,5,26,4,1,5,8,No,11,4,1,2,2,1,1,6,9,No,2
536,47,Female,HR,Divorced,Analyst,Analyst,Frequently,2,Bachelor,2,46,1,2,3,5,No,25,2,3,0,5,3,3,1,8,Yes,4
537,33,Female,HR,Divorced,Sales Rep,Sales Manager,Rarely,14,High School,2,73,3,4,4,3,Yes,10,2,2,2,1,2,2,0,2,Yes,3
538,53,Female,Other,Single,Marketer,Marketer,Frequently,30,Bachelor,3,46,1,4,3,7,No,19,3,1,0,2,1,1,10,2,Yes,3
539,47,Male,Marketing,Married,Manager,Team Leader,Occasionally,20,Master,2,50,4,1,1,0,Yes,16,1,16,5,3,16,16,2,10,No,4
540,35,Female,Finance,Divorced,Analyst,Data Analyst,Rarely,10,Doctor,5,52,4,1,2,7,No,19,3,5,1,5,5,5,1,9,Yes,5
541,58,Male,HR,Married,Engineer,Engineer,Rarely,19,High School,4,49,4,3,2,0,No,22,2,3,0,2,3,3,1,4,No,4
542,27,Female,Finance,Married,Marketer,Marketing Manager,Occasionally,4,Master,3,77,2,4,4,5,No,12,1,2,5,1,2,2,4,2,Yes,3
543,28,Male,Finance,Divorced,Analyst,Data Analyst,Rarely,17,Bachelor,3,41,1,1,3,2,No,10,3,2,3,4,2,2,4,1,No,4
544,49,Female,Technical,Married,Marketer,Marketing Manager,Occasionally,18,Master,3,76,3,2,1,2,Yes,14,5,5,2,3,5,5,0,5,No,3
545,41,Male,Marketing,Single,Manager,Manager,Rarely,25,College,5,60,1,5,1,0,Yes,10,3,18,1,4,18,18,6,2,No,4
546,22,Male,HR,Married,Analyst,Data Analyst,Rarely,27,Master,4,59,4,5,4,7,Yes,22,4,2,2,1,2,2,3,10,Yes,4
